Pathways,Reactions,Reaction Names,Formula,grRules,
Purine metabolism,MAR04004,ATP:AMP phosphotransferase,MAM01986c + MAM03135e  -> MAM01986e + MAM03135c ,ENSG00000004455 or ENSG00000085231 or ENSG00000106992 or ENSG00000140057 or ENSG00000147853 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000273841,
Purine metabolism,MAR04010,adenosine 5'-monophosphate phosphohydrolase,MAM02471c + MAM03089e  -> MAM02471e + MAM03089c ,ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,
Purine metabolism,MAR04081,adenosine 5'-monophosphate phosphohydrolase,MAM01975c + MAM02360e  -> MAM01975e + MAM02360c ,ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,
Purine metabolism,MAR04082,adenosine 5'-monophosphate phosphohydrolase,MAM02993c + MAM03101e  -> MAM02993e + MAM03101c ,ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,
Purine metabolism,MAR04012,ATP:adenosine 5'-phosphotransferase,MAM01307c + MAM01986e  -> MAM01307e + MAM01986c ,ENSG00000156110 or ENSG00000156136,
Purine metabolism,MAR04014,"adenosine 3',5'-phosphate 5'-nucleotidohydrolase",MAM01369c + MAM01628e  -> MAM01369e + MAM01628c ,ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000137496 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000156973 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268,
Purine metabolism,MAR04020,ATP:GMP phosphotransferase,MAM02136c + MAM02184e  -> MAM02136e + MAM02184c ,ENSG00000143774,
Purine metabolism,MAR04022,GTP diphosphate-lyase (cyclizing,MAM01307c + MAM02896e  -> MAM01307e + MAM02896c ,(ENSG00000061918 and ENSG00000164116) or ENSG00000070019 or ENSG00000078295 or ENSG00000101890 or ENSG00000121281 or ENSG00000129467 or ENSG00000132518 or ENSG00000138031 or ENSG00000143199 or ENSG00000152402 or ENSG00000155897 or ENSG00000159899 or ENSG00000162104 or ENSG00000164742 or ENSG00000169418 or ENSG00000173175 or ENSG00000174233,
Purine metabolism,MAR04038,"IMP 1,2-hydrolase (decyclizing)",MAM01307c + MAM02770e  -> MAM01307e + MAM02770c ,ENSG00000138363,
Purine metabolism,MAR04040,IMP:NAD+ oxidoreductase,MAM01975c  -> MAM01975e ,ENSG00000106348 or ENSG00000178035,
Purine metabolism,MAR04042,IMP:L-aspartate ligase (GDP-forming),MAM01628c + MAM01975e  -> MAM01628e + MAM01975c ,ENSG00000035687 or ENSG00000185100,
Purine metabolism,MAR04046,Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming),MAM02794c  -> MAM02783c ,ENSG00000163655,
Purine metabolism,MAR04048,"Guanosine 3',5'-cyclic phosphate 5'-nucleotidohydrolase",MAM02039c + MAM02555c + MAM02783c  <=> MAM02554c + MAM02789c ,ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000137496 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000156973 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268,
Purine metabolism,MAR04080,AMP aminohydrolase,MAM01285c + MAM02193c  <=> MAM01371c + MAM02161c ,ENSG00000116337 or ENSG00000116748 or ENSG00000133805,
Purine metabolism,MAR04085,AMP:diphosphate phospho-D-ribosyltransferase,MAM01285n + MAM01642n  <=> MAM01371n + MAM01637n ,ENSG00000198931,
Purine metabolism,MAR04086,AMP:diphosphate phospho-D-ribosyltransferase,MAM02896c + MAM03089e  -> MAM02896e + MAM03089c ,ENSG00000198931,
Purine metabolism,MAR04134,GDP phosphohydrolase,MAM01645c + MAM01754m  -> MAM01645m + MAM01754c ,ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586,
Purine metabolism,MAR04135,ATP:GMP phosphotransferase,MAM01307c + MAM02724e  -> MAM01307e + MAM02724c ,ENSG00000143774,
Purine metabolism,MAR04168,GTP diphosphohydrolase (diphosphate-forming),MAM01307e  -> MAM01307c ,ENSG00000125877,
Purine metabolism,MAR04290,ITP phosphohydrolase,MAM01369e  -> MAM01369c ,ENSG00000138185 or ENSG00000168032 or ENSG00000188833,
Purine metabolism,MAR04406,5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating),MAM03101c + MAM03135e  -> MAM03101e + MAM03135c ,ENSG00000128059,
Purine metabolism,MAR04412,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)",MAM01369c + MAM01975e  -> MAM01369e + MAM01975c ,ENSG00000100354 or ENSG00000239900,
Purine metabolism,MAR04417,inosine 5'-monophosphate phosphohydrolase,MAM03089c  -> MAM03089e ,ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,
Purine metabolism,MAR04418,IMP:diphosphate phospho-D-ribosyltransferase,MAM02136c + MAM02360e  -> MAM02136e + MAM02360c ,ENSG00000165704,
Purine metabolism,MAR04419,inosine-5'-phosphate:NADP+ oxidoreductase (aminating),MAM01975c + MAM03101e  -> MAM01975e + MAM03101c ,ENSG00000100938 or ENSG00000137198,
Purine metabolism,MAR04449,guanosine 5'-monophosphate phosphohydrolase,MAM01975c + MAM02724e  -> MAM01975e + MAM02724c ,ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,
Purine metabolism,MAR04450,guanosine 5'-monophosphate phosphohydrolase,MAM01975c + MAM02896e  -> MAM01975e + MAM02896c ,ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,
Purine metabolism,MAR04451,ATP:guanosine 5'-phosphotransferase,MAM01369c + MAM02184e  -> MAM01369e + MAM02184c ,,
Purine metabolism,MAR04452,GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase,MAM01307c + MAM02993e  -> MAM01307e + MAM02993c ,ENSG00000165704,
Purine metabolism,MAR04453,Xanthosine-5'-phosphate:ammonia ligase (AMP-forming),MAM02184c + MAM02360e  -> MAM02184e + MAM02360c ,ENSG00000163655,
Purine metabolism,MAR04480,ATP:dAMP phosphotransferase,MAM01369c + MAM02360e  -> MAM01369e + MAM02360c ,ENSG00000004455 or ENSG00000072778 or ENSG00000085231 or ENSG00000087008 or ENSG00000106992 or ENSG00000117054 or ENSG00000140057 or ENSG00000147853 or ENSG00000151498 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000177646,
Purine metabolism,MAR04481,Adenosine aminohydrolase,MAM01371m + MAM01680c  -> MAM01371c + MAM01680m ,ENSG00000093072 or ENSG00000196839,
Purine metabolism,MAR04482,Adenosine aminohydrolase,MAM01628c + MAM02770e  -> MAM01628e + MAM02770c ,ENSG00000093072 or ENSG00000196839,
Purine metabolism,MAR04488,ITP:D-fructose 6-phosphotransferase,MAM01628e  -> MAM01628c ,ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,
Purine metabolism,MAR04489,dATP:D-fructose 6-phosphotransferase,MAM01307c + MAM03089e  -> MAM01307e + MAM03089c ,ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,
Purine metabolism,MAR04492,ITP:D-mannose 6-phosphotransferase,MAM01307c + MAM03101e  -> MAM01307e + MAM03101c ,ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,
Purine metabolism,MAR04493,dATP:D-mannose 6-phosphotransferase,MAM01975c + MAM02993e  -> MAM01975e + MAM02993c ,ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,
Purine metabolism,MAR04495,ITP:D-glucosamine 6-phosphotransferase,MAM01628c + MAM01986e  -> MAM01628e + MAM01986c ,ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,
Purine metabolism,MAR04496,dATP:D-glucosamine 6-phosphotransferase,MAM01975c + MAM02770e  -> MAM01975e + MAM02770c ,ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,
Purine metabolism,MAR04518,Guanine aminohydrolase,MAM01307c + MAM03135e  -> MAM01307e + MAM03135c ,ENSG00000119125,
Purine metabolism,MAR04519,hypoxanthine:NAD+ oxidoreductase,MAM01628c + MAM02471e  -> MAM01628e + MAM02471c ,ENSG00000158125,
Purine metabolism,MAR04520,Hypoxanthine:oxygen oxidoreductase,MAM01975c + MAM03089e  -> MAM01975e + MAM03089c ,ENSG00000158125,
Purine metabolism,MAR04573,dGTP:pyruvate 2-O-phosphotransferase,MAM01803m + MAM03103m  <=> MAM01802m + MAM03102m ,ENSG00000067225 or ENSG00000143627,
Purine metabolism,MAR04574,inosine:phosphate alpha-D-ribosyltransferase,MAM01371m + MAM01754c  -> MAM01371c + MAM01754m ,ENSG00000198805,
Purine metabolism,MAR04600,ATP:deoxyguanosine 5'-phosphotransferase,MAM01306c + MAM02439m  <=> MAM01306m + MAM02439c ,ENSG00000114956,
Purine metabolism,MAR04602,2'-deoxyguanosine 5'-monophosphate phosphohydrolase,MAM02360c  -> MAM02360e ,ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,
Purine metabolism,MAR04603,Deoxyguanosine:orthophosphate ribosyltransferase,MAM02184c + MAM02471e  -> MAM02184e + MAM02471c ,ENSG00000025708 or ENSG00000198805,
Purine metabolism,MAR04611,2'-deoxyadenosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase,MAM01285c + MAM01645c  <=> MAM01371c + MAM01643c ,(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),
Purine metabolism,MAR04614,2'-deoxyguanosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase,MAM02136c + MAM02471e  -> MAM02136e + MAM02471c ,(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),
Purine metabolism,MAR04615,2'-deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase,MAM02770c + MAM02993e  -> MAM02770e + MAM02993c ,(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),
Purine metabolism,MAR04617,2'-deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase,MAM02136c  -> MAM02136e ,(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),
Purine metabolism,MAR04618,2'-deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase,MAM01285m + MAM01688m  -> MAM01371m + MAM01680m ,(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),
Purine metabolism,MAR04619,2'-deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase,MAM01628c + MAM02993e  -> MAM01628e + MAM02993c ,(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),
Purine metabolism,MAR04621,2'-deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase,MAM02724c  -> MAM02724e ,(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),
Purine metabolism,MAR04632,2'-deoxyadenosine 5'-monophosphate phosphohydrolase,MAM01306c + MAM02943m  <=> MAM01306m + MAM02943c ,ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,
Purine metabolism,MAR04646,xanthine:NAD+ oxidoreductase,MAM01975c + MAM03135e  -> MAM01975e + MAM03135c ,ENSG00000158125,
Purine metabolism,MAR04649,Xanthine:oxygen oxidoreductase,MAM02770c + MAM03135e  -> MAM02770e + MAM03135c ,ENSG00000158125,
Purine metabolism,MAR04651,guanosine:phosphate alpha-D-ribosyltransferase,MAM01307c + MAM02471e  -> MAM01307e + MAM02471c ,ENSG00000198805,
Purine metabolism,MAR04663,xanthosine:orthophosphate ribosyltransferase,MAM01628c + MAM03101e  -> MAM01628e + MAM03101c ,ENSG00000198805,
Purine metabolism,MAR04664,XMP:pyrophosphate phosphoribosyltransferase,MAM02184c  -> MAM02184e ,ENSG00000165704,
Purine metabolism,MAR04694,deoxyadenosine aminohydrolase,MAM01369c + MAM02136e  -> MAM01369e + MAM02136c ,ENSG00000093072 or ENSG00000196839,
Purine metabolism,MAR04695,Deoxyadenosine:orthophosphate ribosyltransferase,MAM01365e  -> MAM01365c ,ENSG00000025708 or ENSG00000198805,
Purine metabolism,MAR04705,xanthosine 5'-phosphate phosphohydrolase,MAM01688c + MAM01754m  -> MAM01688m + MAM01754c ,ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,
Purine metabolism,MAR04709,Deoxyinosine:orthophosphate ribosyltransferase,MAM02360c + MAM02471e  -> MAM02360e + MAM02471c ,ENSG00000025708 or ENSG00000198805,
Purine metabolism,MAR04799,5-Phospho-D-ribosylamine:glycine ligase (ADP-forming),MAM01369c + MAM01986e  -> MAM01369e + MAM01986c ,ENSG00000159131,
Purine metabolism,MAR04802,2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming),MAM01986e  -> MAM01986c ,ENSG00000159131,
Purine metabolism,MAR04804,1-(5-phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate carboxy-lyase,MAM02360c + MAM02993e  -> MAM02360e + MAM02993c ,ENSG00000128050,
Purine metabolism,MAR04808,5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming),MAM01285n + MAM03130n  <=> MAM01371n + MAM03106n ,ENSG00000178921,
Purine metabolism,MAR04810,1-(5-Phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming),MAM01365c + MAM01588e  -> MAM01365e + MAM01588c ,ENSG00000128050,
Purine metabolism,MAR04812,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase,MAM02136c + MAM02770e  -> MAM02136e + MAM02770c ,ENSG00000100354 or ENSG00000239900,
Purine metabolism,MAR04814,10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase,MAM02471c + MAM02896e  -> MAM02471e + MAM02896c ,ENSG00000138363,
Purine metabolism,MAR05301,GTP:uridine 5'-phosphotransferase,MAM01285m + MAM01645m  <=> MAM01371m + MAM01643m ,ENSG00000130717 or ENSG00000143179 or ENSG00000198276,
Purine metabolism,MAR05353,ATP:dGMP phosphotransferase,MAM02360c + MAM03101e  -> MAM02360e + MAM03101c ,ENSG00000143774,
Purine metabolism,MAR06603,,MAM02770c + MAM03101e  -> MAM02770e + MAM03101c ,ENSG00000117592 or ENSG00000121053 or ENSG00000130508 or ENSG00000147485 or ENSG00000167419,
Purine metabolism,MAR07144,ADP-ribose ribophosphohydrolase,MAM02360c + MAM02770e  -> MAM02360e + MAM02770c ,ENSG00000142185 or ENSG00000165609 or ENSG00000170222 or ENSG00000170502,
Purine metabolism,MAR04016,ATP:GDP phosphotransferase,MAM01285c + MAM03130c  <=> MAM01371c + MAM03106c ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Purine metabolism,MAR04018,ATP:GDP phosphotransferase,MAM01285c + MAM01753c  <=> MAM01371c + MAM01747c ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Purine metabolism,MAR04044,ATP:dADP phosphotransferase,MAM01637m + MAM01645c  -> MAM01637c + MAM01645m ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Purine metabolism,MAR04291,ATP:IDP phosphotransferase,MAM02136c + MAM03101e  -> MAM02136e + MAM03101c ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Purine metabolism,MAR04420,ATP:dADP phosphotransferase,MAM02184c + MAM02770e  -> MAM02184e + MAM02770c ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Purine metabolism,MAR04570,ATP:dGDP phosphotransferase,MAM01369c + MAM02770e  -> MAM01369e + MAM02770c ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Purine metabolism,MAR04572,ATP:dGDP phosphotransferase,MAM01285n + MAM01688n  <=> MAM01371n + MAM01680n ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Pyrimidine metabolism,MAR04006,ATP:UDP phosphotransferase,MAM02136c + MAM02896e  -> MAM02136e + MAM02896c ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Pyrimidine metabolism,MAR04028,ATP:CDP phosphotransferase,MAM02770c + MAM02896e  -> MAM02770e + MAM02896c ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Pyrimidine metabolism,MAR04030,ATP:CDP phosphotransferase,3 MAM01968c + 3 MAM02554c  -> 3 MAM01961c + 3 MAM02039c + 3 MAM02555c ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Pyrimidine metabolism,MAR04670,ATP:dCDP phosphotransferase,MAM02184c + MAM02993e  -> MAM02184e + MAM02993c ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Pyrimidine metabolism,MAR04673,ATP:dUDP phosphotransferase,MAM01688c + MAM01747m  -> MAM01688m + MAM01747c ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Pyrimidine metabolism,MAR04675,ATP:dUDP phosphotransferase,2 MAM01285c  <=> MAM01334c + MAM01371c ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Pyrimidine metabolism,MAR06614,,MAM02136c + MAM02993e  -> MAM02136e + MAM02993c ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Pyrimidine metabolism,MAR06615,,MAM02360c + MAM03089e  -> MAM02360e + MAM03089c ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Pyrimidine metabolism,MAR06616,,MAM02184c + MAM03135e  -> MAM02184e + MAM03135c ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Pyrimidine metabolism,MAR04635,ATP:dTDP phosphotransferase,MAM01637m + MAM01688c  -> MAM01637c + MAM01688m ,ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,
Pyrimidine metabolism,MAR03931,NADPH:oxidized-thioredoxin oxidoreductase,MAM01948c + MAM02034m  <=> MAM01948m + MAM02034c ,ENSG00000184470 or ENSG00000197763 or ENSG00000198431,
Pyrimidine metabolism,MAR03969,,MAM02724c + MAM02896e  -> MAM02724e + MAM02896c ,ENSG00000130717 or ENSG00000143179,
Pyrimidine metabolism,MAR03970,uridine 5'-monophosphate phosphohydrolase,MAM01628c + MAM03135e  -> MAM01628e + MAM03135c ,ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,
Pyrimidine metabolism,MAR04008,ATP:UMP phosphotransferase,MAM02360c + MAM02896e  -> MAM02360e + MAM02896c ,ENSG00000162368,
Pyrimidine metabolism,MAR04032,UTP:ammonia ligase (ADP-forming),MAM02993e  -> MAM02993c ,ENSG00000047230 or ENSG00000171793,
Pyrimidine metabolism,MAR04034,"HCO3-:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)",MAM02136c + MAM03135e  -> MAM02136e + MAM03135c ,ENSG00000084774,
Pyrimidine metabolism,MAR04036,orotidine-5'-phosphate carboxy-lyase (UMP-forming),MAM02360c + MAM03135e  -> MAM02360e + MAM03135c ,ENSG00000114491,
